climate_model,weight
ACCESS-CM2,0.14043396725675278
ACCESS-ESM1-5,0.13811274770829868
CanESM5,0.15431235765705165
INM-CM5-0,0.149897942090476
IPSL-CM6A-LR,0.1442059713236256
MIROC6,0.14049092609168584
TaiESM1,0.13254608787210953
